site,G1Known,G2Known,G3Known,G4Known,G5Known
kentuckysportsradio.com,0.0,1.0,0.0,0.0,0.0
kfor.com,0.0,0.0,0.0,1.0,0.0
kfvs12.com,0.0,0.0,0.0,1.0,0.0
khazanah.republika.co.id,1.0,0.0,0.0,0.0,0.0
kickerdaily.com,0.0,1.0,0.0,0.0,0.0
kidsactivitiesblog.collectivepress.com,0.0,1.0,0.0,0.0,0.0
kidshealth.org,0.0,0.0,0.0,1.0,0.0
kidsstuffworld.com,0.0,0.0,1.0,0.0,0.0
kidventurous.com,0.0,0.0,0.0,1.0,0.0
kienthuc.net.vn,1.0,0.0,0.0,0.0,0.0
kijiji.ca,0.4,0.2,0.0,0.4,0.0
killertreats.com,0.0,1.0,0.0,0.0,0.0
kipkay.com,0.0,0.0,0.0,1.0,0.0
kiplinger.com,0.0,0.0,0.0,1.0,0.0
kirkcameron.com,0.0,0.0,1.0,0.0,0.0
kissanime.com,0.4,0.2,0.0,0.4,0.0
kitchenmeetsgirl.com,0.0,1.0,0.0,0.0,0.0
kizi.com,0.0,0.0,0.5,0.0,0.5
kltv.com,0.0,0.0,0.0,1.0,0.0
kmart.com,0.25,0.25,0.25,0.25,0.0
kmov.com,0.0,0.0,1.0,0.0,0.0
kniakrls.com,1.0,0.0,0.0,0.0,0.0
knowyourmeme.com,0.333333333333,0.0,0.666666666667,0.0,0.0
koat.com,0.0,1.0,0.0,0.0,0.0
kobieta.onet.pl,0.0,1.0,0.0,0.0,0.0
koco.com,1.0,0.0,0.0,0.0,0.0
kohls.com,0.0,0.0,1.0,0.0,0.0
kokomotribune.com,1.0,0.0,0.0,0.0,0.0
komonews.com,1.0,0.0,0.0,0.0,0.0
kongregate.com,0.0,0.0,1.0,0.0,0.0
koriq.com,0.0,1.0,0.0,0.0,0.0
kotaku.com,0.0,0.0,0.0,1.0,0.0
kplr11.com,1.0,0.0,0.0,0.0,0.0
kron4.com,0.0,0.0,0.5,0.0,0.5
kshb.com,0.0,0.0,1.0,0.0,0.0
ksl.com,0.5,0.0,0.0,0.5,0.0
ksn.com,0.0,1.0,0.0,0.0,0.0
ktbs.com,0.0,1.0,0.0,0.0,0.0
ktla.com,1.0,0.0,0.0,0.0,0.0
ktvb.com,0.0,1.0,0.0,0.0,0.0
kulturekritic.com,0.0,0.0,1.0,0.0,0.0
kval.com,0.0,1.0,0.0,0.0,0.0
kxan.com,1.0,0.0,0.0,0.0,0.0
ky3.com,0.0,0.0,1.0,0.0,0.0
la.alltopics.com,0.0,0.0,0.0,1.0,0.0
la.curbed.com,0.0,0.0,1.0,0.0,0.0
labradoodle-dogs.net,1.0,0.0,0.0,0.0,0.0
lacrossetribune.com,1.0,0.0,0.0,0.0,0.0
lady-tricks.diply.com,1.0,0.0,0.0,0.0,0.0
lalate.com,0.0,1.0,0.0,0.0,0.0
lalymom.com,0.0,1.0,0.0,0.0,0.0
lankaenews.com,1.0,0.0,0.0,0.0,0.0
laodong.com.vn,1.0,0.0,0.0,0.0,0.0
larrybrownsports.com,0.5,0.0,0.5,0.0,0.0
latest-hairstyles.com,0.0,0.0,1.0,0.0,0.0
latestechnews.net,0.5,0.5,0.0,0.0,0.0
latestlifenews.com,0.0,0.0,0.0,1.0,0.0
latimes.com,0.0,0.0,1.0,0.0,0.0
latino.foxnews.com,0.5,0.0,0.5,0.0,0.0
latinpost.com,1.0,0.0,0.0,0.0,0.0
laughbombclub.com,0.0,0.0,1.0,0.0,0.0
laughsmatrix.com,0.0,1.0,0.0,0.0,0.0
laurenkellynutrition.com,0.0,1.0,0.0,0.0,0.0
laurenslatest.com,0.0,0.0,0.0,1.0,0.0
lavishcar.com,1.0,0.0,0.0,0.0,0.0
lawncare.about.com,1.0,0.0,0.0,0.0,0.0
lawrence.com,1.0,0.0,0.0,0.0,0.0
lax1.ib.adnxs.com,0.166666666667,0.0,0.666666666667,0.166666666667,0.0
laylita.com,0.0,1.0,0.0,0.0,0.0
lds.about.com,0.0,0.0,1.0,0.0,0.0
leasebusters.com,0.0,0.0,0.0,1.0,0.0
lee.net,0.0,1.0,0.0,0.0,0.0
legacy.com,0.0909090909091,0.181818181818,0.454545454545,0.272727272727,0.0
legal-dictionary.thefreedictionary.com,1.0,0.0,0.0,0.0,0.0
legalinsurrection.com,0.0,0.5,0.5,0.0,0.0
leicarumors.com,1.0,0.0,0.0,0.0,0.0
lessonplanofhappiness.com,0.0,1.0,0.0,0.0,0.0
lessonplans.craftgossip.com,0.0,1.0,0.0,0.0,0.0
letssingit.com,1.0,0.0,0.0,0.0,0.0
libertyalliance.com,0.0,0.0,1.0,0.0,0.0
life.dayoo.com,1.0,0.0,0.0,0.0,0.0
life.viva.co.id,1.0,0.0,0.0,0.0,0.0
lifeandstylemag.com,0.0,1.0,0.0,0.0,0.0
lifeasmama.com,0.0,0.0,1.0,0.0,0.0
lifedaily.com,1.0,0.0,0.0,0.0,0.0
lifehacker.com,0.5,0.0,0.5,0.0,0.0
lifeovercs.com,0.0,0.0,1.0,0.0,0.0
lifescript.com,1.0,0.0,0.0,0.0,0.0
lifestyle.bisnis.com,1.0,0.0,0.0,0.0,0.0
lifestyle.howstuffworks.com,0.0,1.0,0.0,0.0,0.0
lifestyledesire.com,1.0,0.0,0.0,0.0,0.0
lifestylesummit.com,1.0,0.0,0.0,0.0,0.0
liftbump.com,0.0,1.0,0.0,0.0,0.0
lightersideofrealestate.com,1.0,0.0,0.0,0.0,0.0
likes.com,0.260869565217,0.434782608696,0.217391304348,0.0869565217391,0.0
likesgag.com,0.0,0.571428571429,0.285714285714,0.142857142857,0.0
linksee.com,0.0,1.0,0.0,0.0,0.0
lirr42.mta.info,0.0,0.0,1.0,0.0,0.0
listabuzz.com,0.0,0.0,0.0,1.0,0.0
listings.findthecompany.com,0.333333333333,0.333333333333,0.0,0.0,0.333333333333
literarydevices.net,1.0,0.0,0.0,0.0,0.0
littlethings.com,0.0,0.0,1.0,0.0,0.0
live-tv-channels.net,0.0,1.0,0.0,0.0,0.0
live.samaa.tv,0.0,0.0,1.0,0.0,0.0
live365.com,1.0,0.0,0.0,0.0,0.0
livedan330.com,0.0,1.0,0.0,0.0,0.0
livedesignenjoy.com,1.0,0.0,0.0,0.0,0.0
livelovelaugh365.com,0.0,1.0,0.0,0.0,0.0
liverpooloffside.sbnation.com,0.0,1.0,0.0,0.0,0.0
livesimply.me,0.0,1.0,0.0,0.0,0.0
livinganddecor.com,1.0,0.0,0.0,0.0,0.0
livinghealthywithchocolate.com,1.0,0.0,0.0,0.0,0.0
livingtraditionally.com,0.0,1.0,0.0,0.0,0.0
lmgtfy.com,0.0,0.0,1.0,0.0,0.0
local.com,0.333333333333,0.166666666667,0.5,0.0,0.0
localfacelift.com,0.0,1.0,0.0,0.0,0.0
loftrenovation.com,1.0,0.0,0.0,0.0,0.0
log.viva.co.id,1.0,0.0,0.0,0.0,0.0
logocc.ru,1.0,0.0,0.0,0.0,0.0
lol.arcana-gaming.com,0.0,1.0,0.0,0.0,0.0
lol.esportspedia.com,1.0,0.0,0.0,0.0,0.0
lolgid.com,0.0,0.5,0.25,0.25,0.0
lolgifs.net,0.0,0.0,1.0,0.0,0.0
lollipop.sg,0.0,0.0,0.0,1.0,0.0
lolwot.com,0.0,0.5,0.0,0.5,0.0
longisland.news12.com,0.0,0.0,0.0,1.0,0.0
los40.com,0.0,0.0,0.0,1.0,0.0
lotro-wiki.com,0.0,0.0,0.0,1.0,0.0
lotro.allakhazam.com,0.0,0.0,0.0,1.0,0.0
lotto.pch.com,0.333333333333,0.0,0.666666666667,0.0,0.0
louderwithcrowder.com,0.0,1.0,0.0,0.0,0.0
loudwire.com,0.0,0.0,1.0,0.0,0.0
love.allwomenstalk.com,0.5,0.5,0.0,0.0,0.0
love.horoscope.com,0.5,0.0,0.0,0.5,0.0
lovethatnews.com,0.0,0.0,0.0,1.0,0.0
lovetoknow.com,0.5,0.5,0.0,0.0,0.0
lowcarbdiets.about.com,0.0,0.0,1.0,0.0,0.0
luck.life.com.tw,0.0,0.0,1.0,0.0,0.0
lumberjocks.com,0.0,1.0,0.0,0.0,0.0
luxurytravel.about.com,1.0,0.0,0.0,0.0,0.0
lvrj.com,1.0,0.0,0.0,0.0,0.0
lyricsfreak.com,0.5,0.5,0.0,0.0,0.0
m.101greatgoals.com,1.0,0.0,0.0,0.0,0.0
m.accuweather.com,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
m.activebeat.co,0.0,1.0,0.0,0.0,0.0
m.ajc.com,0.0,1.0,0.0,0.0,0.0
m.allrecipes.com,0.0,1.0,0.0,0.0,0.0
m.almanac.com,0.0,0.0,0.0,0.0,1.0
m.audiomack.com,0.0,1.0,0.0,0.0,0.0
m.autoevolution.com,0.0,0.0,0.0,1.0,0.0
m.bleacherreport.com,0.5,0.5,0.0,0.0,0.0
m.buzzlie.com,0.0,0.5,0.5,0.0,0.0
m.christianpost.com,0.0,0.0,1.0,0.0,0.0
m.commercialtrucktrader.com,0.5,0.0,0.0,0.5,0.0
m.coolrom.com.au,0.0,1.0,0.0,0.0,0.0
m.dbacks.mlb.com,0.0,1.0,0.0,0.0,0.0
m.dogbreedinfo.com,1.0,0.0,0.0,0.0,0.0
m.drinksmixer.com,1.0,0.0,0.0,0.0,0.0
m.escapehere.com,0.5,0.0,0.5,0.0,0.0
m.espn.go.com,0.0,0.0,1.0,0.0,0.0
m.facebook.com,0.0,1.0,0.0,0.0,0.0
m.fame10.com,0.0,0.333333333333,0.333333333333,0.333333333333,0.0
m.gumtree.sg,0.0,1.0,0.0,0.0,0.0
m.health.com,0.0,0.0,1.0,0.0,0.0
m.healthmeup.com,0.0,0.0,1.0,0.0,0.0
m.hiphopearly.com,0.0,1.0,0.0,0.0,0.0
m.homes.com,0.0,1.0,0.0,0.0,0.0
m.ibtimes.co.in,0.0,1.0,0.0,0.0,0.0
m.indiatoday.in,0.0,0.0,0.0,0.0,1.0
m.instructables.com,0.0,0.0,1.0,0.0,0.0
m.journalexpress.net,1.0,0.0,0.0,0.0,0.0
m.journalstar.com,0.0,0.0,1.0,0.0,0.0
m.legacy.com,0.0,1.0,0.0,0.0,0.0
m.livescience.com,0.0,0.5,0.5,0.0,0.0
m.mangafox.me,0.0,1.0,0.0,0.0,0.0
m.mangatown.com,0.0,0.0,0.0,1.0,0.0
m.mentalfloss.com,0.0,0.0,1.0,0.0,0.0
m.myfirstclasslife.com,0.0,0.0,1.0,0.0,0.0
m.nbcentertainment.com,0.0,1.0,0.0,0.0,0.0
m.onet.pl,0.0,1.0,0.0,0.0,0.0
m.poconorecord.com,0.0,1.0,0.0,0.0,0.0
m.premiumsite.com,0.0,1.0,0.0,0.0,0.0
m.qctimes.com,0.0,1.0,0.0,0.0,0.0
m.realsimple.com,0.0,1.0,0.0,0.0,0.0
m.sisainlive.com,0.0,0.0,1.0,0.0,0.0
m.sofeminine.co.uk,0.0,1.0,0.0,0.0,0.0
m.space.com,1.0,0.0,0.0,0.0,0.0
m.sportsbreak.com,1.0,0.0,0.0,0.0,0.0
m.statussuffle.com,0.0,1.0,0.0,0.0,0.0
m.styleathome.com,0.0,1.0,0.0,0.0,0.0
m.stylebistro.com,0.0,1.0,0.0,0.0,0.0
m.tagged.com,0.333333333333,0.333333333333,0.0,0.333333333333,0.0
m.ticketmaster.com,0.0,1.0,0.0,0.0,0.0
m.tmz.com,0.0,0.5,0.5,0.0,0.0
m.todayslifestyle.com,0.0,0.5,0.5,0.0,0.0
m.topix.com,1.0,0.0,0.0,0.0,0.0
m.trulia.com,0.0,1.0,0.0,0.0,0.0
m.usmagazine.com,0.0,1.0,0.0,0.0,0.0
m.utsandiego.com,1.0,0.0,0.0,0.0,0.0
m.wbli.com,0.0,1.0,0.0,0.0,0.0
m.wdsu.com,0.0,0.0,0.0,1.0,0.0
m.weather.com,0.5,0.5,0.0,0.0,0.0
m.wikihow.com,0.1,0.4,0.5,0.0,0.0
m.worldstarhiphop.com,0.0,1.0,0.0,0.0,0.0
m.www.univision.com,0.0,0.0,1.0,0.0,0.0
m.xinshipu.com,1.0,0.0,0.0,0.0,0.0
m2.feiwei.tv,0.0,0.0,0.0,0.5,0.5
macsmoney.com,0.0,1.0,0.0,0.0,0.0
macworld.co.uk,0.0,0.0,1.0,0.0,0.0
mad.com,1.0,0.0,0.0,0.0,0.0
madamenoire.com,0.666666666667,0.166666666667,0.0,0.166666666667,0.0
madforcooking.com,1.0,0.0,0.0,0.0,0.0
madisonrecord.com,0.0,0.0,1.0,0.0,0.0
madmax.wikia.com,0.5,0.0,0.0,0.5,0.0
magazine.good.is,0.0,0.0,1.0,0.0,0.0
mail.twc.com,0.0,0.0,1.0,0.0,0.0
mail2.wowway.net,0.0,1.0,0.0,0.0,0.0
mailderef.gmx.net,0.0,0.0,1.0,0.0,0.0
mailderef.mail.com,0.0,1.0,0.0,0.0,0.0
mailonline.com,0.0,0.0,0.0,0.0,1.0
maine.eater.com,0.0,0.0,1.0,0.0,0.0
majorleaguegaming.com,0.5,0.5,0.0,0.0,0.0
majortests.com,0.0,0.0,1.0,0.0,0.0
makemoneydigest.com,0.0,1.0,0.0,0.0,0.0
makingitlovely.com,0.0,1.0,0.0,0.0,0.0
mamapapabubba.com,0.0,0.0,1.0,0.0,0.0
mandysrecipeboxblog.com,0.0,1.0,0.0,0.0,0.0
mangamint.com,0.0,0.0,0.0,1.0,0.0
manouvellemode.com,0.0,0.0,1.0,0.0,0.0
maps-demo.randmcnally.com,1.0,0.0,0.0,0.0,0.0
marines.littlethings.com,1.0,0.0,0.0,0.0,0.0
markets.financialcontent.com,0.0,0.0,0.0,1.0,0.0
marthastewartweddings.com,0.0,0.0,1.0,0.0,0.0
martianherald.com,0.0,0.0,1.0,0.0,0.0
marvelheroesmanual.com,0.0,1.0,0.0,0.0,0.0
mashable.com,0.6,0.2,0.0,0.2,0.0
massivelyop.com,0.0,0.0,0.0,1.0,0.0
matadornetwork.com,0.333333333333,0.666666666667,0.0,0.0,0.0
match.com,1.0,0.0,0.0,0.0,0.0
matomeume.com,1.0,0.0,0.0,0.0,0.0
matterdome.com,0.0,0.333333333333,0.0,0.666666666667,0.0
mbta.com,0.0,0.0,1.0,0.0,0.0
mbworld.org,0.0,0.0,0.0,1.0,0.0
mcall.com,1.0,0.0,0.0,0.0,0.0
mcpedl.com,0.0,0.0,0.0,1.0,0.0
media-clic.com,0.0,0.0,1.0,0.0,0.0
media.optimizern.com,0.333333333333,0.166666666667,0.333333333333,0.166666666667,0.0
mediaservices-d.openxenterprise.com,1.0,0.0,0.0,0.0,0.0
mediatakeout.com,0.25,0.5,0.25,0.0,0.0
mediative.com,1.0,0.0,0.0,0.0,0.0
medlabgr.blogspot.com,0.0,1.0,0.0,0.0,0.0
megagames.com,0.0,0.0,1.0,0.0,0.0
meganfoxthumbs.com,0.0,0.0,1.0,0.0,0.0
meh.com,1.0,0.0,0.0,0.0,0.0
memebase.cheezburger.com,1.0,0.0,0.0,0.0,0.0
memegenerator.net,0.0,0.0,1.0,0.0,0.0
memphis.about.com,0.0,0.0,0.0,0.0,1.0
men-life-blogs.com,0.0,1.0,0.0,0.0,0.0
menbeautyguide.com,0.0,1.0,0.0,0.0,0.0
menprovement.com,0.0,1.0,0.0,0.0,0.0
mentalfloss.com,0.25,0.25,0.5,0.0,0.0
menumusings.blogspot.com,0.0,1.0,0.0,0.0,0.0
meredithdigitalnetwork.com,0.333333333333,0.666666666667,0.0,0.0,0.0
mesastucesmodeetdecoration.blogs.marieclairemaison.com,0.0,0.0,1.0,0.0,0.0
metabattle.com,0.0,0.0,0.0,1.0,0.0
metro.co.uk,0.0,1.0,0.0,0.0,0.0
metro.tempo.co,1.0,0.0,0.0,0.0,0.0
metrowestdailynews.com,1.0,0.0,0.0,0.0,0.0
mgid.com,0.5,0.0,0.0,0.5,0.0
mglnews.com,0.0,1.0,0.0,0.0,0.0
mgoblog.com,1.0,0.0,0.0,0.0,0.0
miami.suntimes.com,0.0,1.0,0.0,0.0,0.0
miamiherald.com,0.0,0.0,1.0,0.0,0.0
microsoftadvertisingexchange.com,0.2,0.2,0.6,0.0,0.0
midgar.forumotion.net,0.0,0.0,0.0,1.0,0.0
mightygirl.com,0.0,0.0,1.0,0.0,0.0
milavia.net,0.0,0.0,1.0,0.0,0.0
minecraft.novaskin.me,0.0,0.0,1.0,0.0,0.0
minimalistbaker.com,0.0,1.0,0.0,0.0,0.0
minionquotess.com,0.0,0.0,1.0,0.0,0.0
miscarriage.about.com,0.0,0.0,1.0,0.0,0.0
mix941fm.cbslocal.com,1.0,0.0,0.0,0.0,0.0
mixtopten.com,0.0,0.0,1.0,0.0,0.0
mj-tech.s3.amazonaws.com,0.0,0.0,1.0,0.0,0.0
mlb.com,0.0,0.0,0.5,0.5,0.0
mlb.mlb.com,0.2,0.0,0.6,0.2,0.0
mmba.org,1.0,0.0,0.0,0.0,0.0
mobi.perezhilton.com,0.5,0.5,0.0,0.0,0.0
mobile.abs-cbnnews.com,0.0,0.666666666667,0.333333333333,0.0,0.0
mobile.auctionzip.com,0.0,0.0,1.0,0.0,0.0
mobile.brainyquote.com,0.0,0.0,1.0,0.0,0.0
mobile.ghanaweb.com,0.0,0.0,1.0,0.0,0.0
mobile.news.com.au,0.0,1.0,0.0,0.0,0.0
mobile.nytimes.com,0.0,0.0,1.0,0.0,0.0
mobile.politico.com,0.0,0.0,1.0,0.0,0.0
mobile.thecountrycook.net,0.0,1.0,0.0,0.0,0.0
mode.3wadex.eu,0.0,0.0,1.0,0.0,0.0
modelmydiet.com,0.0,0.0,1.0,0.0,0.0
moderndaymom.com,0.0,1.0,0.0,0.0,0.0
modthesims.info,0.0,0.0,1.0,0.0,0.0
mommygiggle.com,0.0,0.0,1.0,0.0,0.0
mommyish.com,1.0,0.0,0.0,0.0,0.0
momvideos.tv,0.0,1.0,0.0,0.0,0.0
monarc.ca,0.0,1.0,0.0,0.0,0.0
money.cnn.com,0.529411764706,0.0588235294118,0.235294117647,0.176470588235,0.0
money.howstuffworks.com,0.0,0.0,1.0,0.0,0.0
money.usnews.com,0.0,0.333333333333,0.333333333333,0.333333333333,0.0
moneysavingmom.com,0.5,0.5,0.0,0.0,0.0
moneytrend.tv,1.0,0.0,0.0,0.0,0.0
monster.com,0.0,0.0,1.0,0.0,0.0
monsterkind.enenkay.com,0.0,0.0,1.0,0.0,0.0
morningstar.com,0.0,0.0,0.0,1.0,0.0
mortepedict.com,0.0,0.0,1.0,0.0,0.0
mostextremenews.com,0.0,0.0,0.0,1.0,0.0
mothering.com,0.0,1.0,0.0,0.0,0.0
motherjones.com,1.0,0.0,0.0,0.0,0.0
motor-kid.com,0.0,0.0,0.0,1.0,0.0
motorcycles.oodle.com,0.0,0.0,1.0,0.0,0.0
motorsport.com,1.0,0.0,0.0,0.0,0.0
move.com,0.0,0.0,0.0,1.0,0.0
moviepilot.com,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
mozaik.inilah.com,0.0,0.0,0.0,0.0,1.0
mp3fiber.com,0.0,0.0,1.0,0.0,0.0
mrconservative.com,0.0,0.5,0.25,0.25,0.0
msn.com,1.0,0.0,0.0,0.0,0.0
mtf.culture.asq.fr,0.0,0.0,1.0,0.0,0.0
mtf.high-tech.asq.fr,0.0,0.0,1.0,0.0,0.0
mtf.news.asq.fr,0.0,0.0,0.5,0.5,0.0
mugshots.com,0.0,0.5,0.5,0.0,0.0
mugshots.goupstate.com,0.0,0.0,0.0,1.0,0.0
mur.comprendrechoisir.com,0.0,0.0,1.0,0.0,0.0
music.famousfix.com,0.0,0.0,1.0,0.0,0.0
musica.univision.com,0.0,0.0,0.5,0.5,0.0
musicaq.net,0.0,0.0,0.0,1.0,0.0
my.earthlink.net,0.0,0.0,1.0,0.0,0.0
my.ebay.com.au,0.0,1.0,0.0,0.0,0.0
my.juno.com,0.333333333333,0.0,0.666666666667,0.0,0.0
my.monster.com,1.0,0.0,0.0,0.0,0.0
my.xfinity.com,0.6,0.2,0.1,0.1,0.0
myasiantv.com,0.0,0.0,0.0,1.0,0.0
mycokerewards.com,0.0,1.0,0.0,0.0,0.0
mydotcomrade.com,0.0,0.0,1.0,0.0,0.0
myfirstclasslife.com,0.0,1.0,0.0,0.0,0.0
myfitnesspal.com,0.428571428571,0.142857142857,0.285714285714,0.0,0.142857142857
myfox8.com,0.5,0.0,0.0,0.0,0.5
myfoxaustin.com,0.0,0.0,1.0,0.0,0.0
myfridgefood.com,0.0,0.5,0.5,0.0,0.0
myhealthplanet.com,0.0,1.0,0.0,0.0,0.0
myhome.toshiba.com,0.0,0.0,0.0,1.0,0.0
myhoustonmajic.hellobeautiful.com,0.0,1.0,0.0,0.0,0.0
mylifeandkids.com,0.0,1.0,0.0,0.0,0.0
mymoneytips.com,0.0,1.0,0.0,0.0,0.0
mynewstoday.info,0.0,1.0,0.0,0.0,0.0
myonlinearcade.com,0.6,0.0,0.0,0.4,0.0
myprettystyle.com,0.0,1.0,0.0,0.0,0.0
mypurplespoon.com,0.0,1.0,0.0,0.0,0.0
myrealracing.club,0.0,0.0,1.0,0.0,0.0
mytopface.com,0.0,1.0,0.0,0.0,0.0
n4g.com,0.0,0.0,0.0,1.0,0.0
n5412.wwgsn,1.0,0.0,0.0,0.0,0.0
nadaguides.com,0.0,0.0,1.0,0.0,0.0
nailartjournal.com,0.0,1.0,0.0,0.0,0.0
nameberry.com,0.4,0.4,0.2,0.0,0.0
names.dulya.com,1.0,0.0,0.0,0.0,0.0
names.mooseroots.com,0.666666666667,0.0,0.0,0.333333333333,0.0
names.whitepages.com,1.0,0.0,0.0,0.0,0.0
nanjyakyu.ldblog.jp,1.0,0.0,0.0,0.0,0.0
nashuatelegraph.com,0.0,1.0,0.0,0.0,0.0
nashville.suntimes.com,0.25,0.0,0.5,0.0,0.25
nashvillefunforfamilies.com,0.0,1.0,0.0,0.0,0.0
nasional.news.viva.co.id,1.0,0.0,0.0,0.0,0.0
nation.foxnews.com,0.0,0.0,1.0,0.0,0.0
national.suntimes.com,0.25,0.25,0.0,0.25,0.25
nationalinterest.org,0.0,0.0,1.0,0.0,0.0
nationalreview.com,0.0,0.0,1.0,0.0,0.0
natmonitor.com,0.0,1.0,0.0,0.0,0.0
naturalfertilityandwellness.com,0.0,1.0,0.0,0.0,0.0
nba-historical-teams.pointafter.com,1.0,0.0,0.0,0.0,0.0
nbc-2.com,0.0,0.0,1.0,0.0,0.0
nebraska.rivals.com,1.0,0.0,0.0,0.0,0.0
necolebitchie.com,0.0,0.0,1.0,0.0,0.0
neighborfoodblog.com,0.0,0.0,1.0,0.0,0.0
neptune.blackplanet.com,0.0,1.0,0.0,0.0,0.0
nerdist.com,0.5,0.0,0.0,0.5,0.0
nerdreactor.com,0.0,0.0,0.0,1.0,0.0
nesn.com,0.25,0.25,0.25,0.25,0.0
network.realmedia.com,0.0,0.0,0.0,1.0,0.0
network.yardbarker.com,1.0,0.0,0.0,0.0,0.0
neurology.about.com,0.0,0.0,1.0,0.0,0.0
new.schoolnotes.com,0.0,0.0,1.0,0.0,0.0
newegg.com,0.0,0.0,0.0,0.5,0.5
news-fin.microsoftadvertisingexchange.com.au,0.0,1.0,0.0,0.0,0.0
news-journalonline.com,1.0,0.0,0.0,0.0,0.0
news.bitofnews.com,1.0,0.0,0.0,0.0,0.0
news.com.au,0.0,0.5,0.5,0.0,0.0
news.hiphopearly.com,0.0,0.0,0.0,1.0,0.0
news.investors.com,0.0,0.0,1.0,0.0,0.0
news.ltn.com.tw,0.0,0.0,1.0,0.0,0.0
news.mongabay.com,0.0,1.0,0.0,0.0,0.0
news.peacefmonline.com,0.0,0.0,0.0,1.0,0.0
news.sina.com.hk,1.0,0.0,0.0,0.0,0.0
news.sky.com,0.0,0.0,1.0,0.0,0.0
news.yahoo.com,0.359550561798,0.191011235955,0.325842696629,0.101123595506,0.0224719101124
news247.info,0.0,0.0,0.0,1.0,0.0
newsaboutmusic.com,0.0,1.0,0.0,0.0,0.0
newsandsentinel.com,1.0,0.0,0.0,0.0,0.0
newsbreaknews.com,0.0,1.0,0.0,0.0,0.0
newsbudda.com,0.0,1.0,0.0,0.0,0.0
newsbusters.org,1.0,0.0,0.0,0.0,0.0
newser.com,0.0,0.0,1.0,0.0,0.0
newsflashnews.com,0.0,1.0,0.0,0.0,0.0
newsharks.com,0.0,1.0,0.0,0.0,0.0
newsinfo.inquirer.net,0.0,0.5,0.5,0.0,0.0
newsociable.com,1.0,0.0,0.0,0.0,0.0
newsok.com,1.0,0.0,0.0,0.0,0.0
newstandby.com,0.0,1.0,0.0,0.0,0.0
newyork.yankees.mlb.com,0.0,0.0,0.0,1.0,0.0
newzgeeks.com,0.0,1.0,0.0,0.0,0.0
nfc-gadget.com,0.0,1.0,0.0,0.0,0.0
nflbreakdowns.com,1.0,0.0,0.0,0.0,0.0
nfs.sparknotes.com,0.0,0.0,1.0,0.0,0.0
ngb.tv,0.0,0.0,1.0,0.0,0.0
nh.alltopics.com,0.0,0.0,0.0,1.0,0.0
nieniedialogues.blogspot.com,0.0,0.0,1.0,0.0,0.0
ninjakiwi.com,0.666666666667,0.0,0.333333333333,0.0,0.0
nintendoeverything.com,0.0,0.5,0.0,0.5,0.0
nj.com,0.0,0.0,0.0,0.5,0.5
nm.alltopics.com,0.0,0.0,0.0,1.0,0.0
noadradio.com,0.0,1.0,0.0,0.0,0.0
nocoty.pl,0.0,0.0,1.0,0.0,0.0
nofilmschool.com,0.0,0.0,0.0,1.0,0.0
nola.com,0.666666666667,0.0,0.0,0.333333333333,0.0
noodlenuke.com,0.0,0.0,1.0,0.0,0.0
nopageurlspecified,0.0,0.0,1.0,0.0,0.0
norbolemedical.com,0.0,0.0,1.0,0.0,0.0
now.snopes.com,0.0,1.0,0.0,0.0,0.0
null,0.428571428571,0.571428571429,0.0,0.0,0.0
nursing-homes.healthgrove.com,0.0,1.0,0.0,0.0,0.0
nutristic.com,0.0,0.5,0.5,0.0,0.0
nutritiondata.self.com,0.0,1.0,0.0,0.0,0.0
ny.eater.com,0.0,0.0,0.0,1.0,0.0
ny.koreaportal.com,1.0,0.0,0.0,0.0,0.0
nydailynews.com,0.0,0.0,1.0,0.0,0.0
nym1.ib.adnxs.com,0.214285714286,0.357142857143,0.285714285714,0.142857142857,0.0
nymag.com,0.0,1.0,0.0,0.0,0.0
nypost.com,0.333333333333,0.25,0.25,0.0833333333333,0.0833333333333
nytimes.com,0.5,0.5,0.0,0.0,0.0
nzme.co.nz,0.0,0.0,1.0,0.0,0.0
oakland.athletics.mlb.com,0.0,0.0,0.0,0.0,1.0
oas.monster.com,1.0,0.0,0.0,0.0,0.0
oascentral.sears.com,0.166666666667,0.166666666667,0.666666666667,0.0,0.0
obits.democratandchronicle.com,1.0,0.0,0.0,0.0,0.0
obits.journalregister.com,0.0,0.0,1.0,0.0,0.0
obits.mlive.com,0.0,1.0,0.0,0.0,0.0
objectpatterns.com,0.0,0.0,1.0,0.0,0.0
oboega-01.blog.jp,1.0,0.0,0.0,0.0,0.0
observer.com,0.0,0.0,1.0,0.0,0.0
offbeat.topix.com,0.333333333333,0.444444444444,0.111111111111,0.111111111111,0.0
offgridquest.com,0.0,1.0,0.0,0.0,0.0
offline-maps.en.softonic.com,1.0,0.0,0.0,0.0,0.0
offthecook.com,0.0,1.0,0.0,0.0,0.0
ohmyveggies.com,1.0,0.0,0.0,0.0,0.0
ohnotheydidnt.livejournal.com,0.0,0.0,1.0,0.0,0.0
ohsheglows.com,1.0,0.0,0.0,0.0,0.0
okcaller.com,1.0,0.0,0.0,0.0,0.0
okcupid.com,0.285714285714,0.428571428571,0.0,0.285714285714,0.0
okmagazine.com,0.444444444444,0.444444444444,0.111111111111,0.0,0.0
